AB KETTLEBY,ecclesiastical parish,21,
ABBEY WITHIN,ecclesiastical parish,7,
ABERFORD,ecclesiastical parish,43,
ABY WITH GREENFIELD,ecclesiastical parish,22,
ACASTER MALBIS,ecclesiastical parish,43,
ACKLAM,ecclesiastical parish,41,
ACKWORTH,ecclesiastical parish,43,
ACLE,ecclesiastical parish,25,
ACOMB,ecclesiastical parish,43,
ACTON,ecclesiastical parish,5,
ADDINGHAM,ecclesiastical parish,7,
ADDINGHAM,ecclesiastical parish,43,
ADEL,ecclesiastical parish,43,
ADLINGFLEET,ecclesiastical parish,43,
ADWICK LE STREET,ecclesiastical parish,43,
ADWICK UPON DEARNE,ecclesiastical parish,43,
AIKTON,ecclesiastical parish,7,
AINDERBY STEEPLE,ecclesiastical parish,42,
AINSTABLE,ecclesiastical parish,7,
ALDBOROUGH,ecclesiastical parish,42,
ALDBOROUGH,ecclesiastical parish,43,
ALDBROUGH,ecclesiastical parish,41,
ALDERLEY,ecclesiastical parish,5,
ALDERMINSTER,ecclesiastical parish,40,
ALDFORD,ecclesiastical parish,5,
ALFORD,ecclesiastical parish,22,
ALFRETON,ecclesiastical parish,8,
ALL SAINTS,ecclesiastical parish,27,
ALLENDALE,ecclesiastical parish,27,
ALLERSTON,ecclesiastical parish,42,
ALLERTON MAULEVERER,ecclesiastical parish,43,
ALLEXTON,ecclesiastical parish,21,
ALLHALLOWS,ecclesiastical parish,7,
ALLHALLOWS,ecclesiastical parish,23,
ALLHALLOWS BARKING,ecclesiastical parish,23,
ALLHALLOWS THE GREAT,ecclesiastical parish,23,
ALLHALLOWS THE LESS,ecclesiastical parish,23,
ALMONDBURY,ecclesiastical parish,43,
ALNE,ecclesiastical parish,42,
ALNHAM,ecclesiastical parish,27,
ALNWICK,ecclesiastical parish,27,
ALSTON,ecclesiastical parish,7,
ALTCAR,ecclesiastical parish,20,
ALTHORPE,ecclesiastical parish,22,
ALVERSTOKE,ecclesiastical parish,14,
ALWINTON,ecclesiastical parish,27,
AMPLEFORTH,ecclesiastical parish,42,
ANCASTER,ecclesiastical parish,22,
ANDOVER,ecclesiastical parish,14,
ANDREAS,ecclesiastical parish,45,
ANNESLEY,ecclesiastical parish,28,
ANSTON CUM MEMBRIS,ecclesiastical parish,43,
ANWICK,ecclesiastical parish,22,
APESTHORPE,ecclesiastical parish,28,
APLEY,ecclesiastical parish,22,
APPLEBY,ecclesiastical parish,22,
APPLETON-LE-STREET,ecclesiastical parish,42,
ARBORY,ecclesiastical parish,45,
ARGAM,ecclesiastical parish,41,
ARKENGARTHDALE,ecclesiastical parish,42,
ARKSEY,ecclesiastical parish,43,
ARLECDON,ecclesiastical parish,7,
ARMTHORPE,ecclesiastical parish,43,
ARNCLIFFE,ecclesiastical parish,43,
ARNOLD,ecclesiastical parish,28,
ARTHURET,ecclesiastical parish,7,
ARUNDEL,ecclesiastical parish,36,
ASBY,ecclesiastical parish,38,
ASHBOURNE,ecclesiastical parish,8,
ASHBY DE LA ZOUCH,ecclesiastical parish,21,
ASHFORD,ecclesiastical parish,19,
ASHTON UNDER LYNE,ecclesiastical parish,20,
ASHTON UPON MERSEY,ecclesiastical parish,5,
ASKHAM,ecclesiastical parish,28,
ASKHAM,ecclesiastical parish,38,
ASKHAM BRYAN,ecclesiastical parish,43,
ASKHAM RICHARD,ecclesiastical parish,43,
ASKRIGG,ecclesiastical parish,42,
ASPATRIA,ecclesiastical parish,7,
ASTBURY,ecclesiastical parish,5,
ASTON,ecclesiastical parish,37,
ASTON WITH AUGHTON,ecclesiastical parish,43,
ATTENBOROUGH,ecclesiastical parish,28,
ATTERCLIFFE,ecclesiastical parish,43,
ATWICK,ecclesiastical parish,41,
AUCKLAND ST ANDREW,ecclesiastical parish,11,
AUCKLAND ST HELEN,ecclesiastical parish,11,
AUDLEM,ecclesiastical parish,5,
AUDLEY,ecclesiastical parish,33,
AUGHTON,ecclesiastical parish,20,
AUGHTON,ecclesiastical parish,41,
AULT HUCKNALL,ecclesiastical parish,8,
AUSTWICK,ecclesiastical parish,43,
AUTHORPE,ecclesiastical parish,22,
AVERHAM,ecclesiastical parish,28,
AYCLIFFE,ecclesiastical parish,11,
AYSGARTH,ecclesiastical parish,42,
AYTON,ecclesiastical parish,42,
BABWORTH,ecclesiastical parish,28,
BACKFORD,ecclesiastical parish,5,
BADSWORTH,ecclesiastical parish,43,
BAILDON,ecclesiastical parish,43,
BAINTON,ecclesiastical parish,41,
BAKEWELL,ecclesiastical parish,8,
BALDERTON,ecclesiastical parish,28,
BALLAUGH,ecclesiastical parish,45,
BAMBURGH,ecclesiastical parish,27,
BAMPTON,ecclesiastical parish,38,
BARDNEY,ecclesiastical parish,22,
BARDSEY,ecclesiastical parish,43,
BARKING,ecclesiastical parish,12,
BARKSTON,ecclesiastical parish,22,
BARLBOROUGH,ecclesiastical parish,8,
BARLING,ecclesiastical parish,12,
BARMBY MARSH,ecclesiastical parish,41,
BARMBY MOOR,ecclesiastical parish,41,
BARMSTON,ecclesiastical parish,41,
BARNARD CASTLE,ecclesiastical parish,11,
BARNBOROUGH,ecclesiastical parish,43,
BARNBY DUN,ecclesiastical parish,43,
BARNBY IN THE WILLOWS,ecclesiastical parish,28,
BARNINGHAM,ecclesiastical parish,42,
BARNOLDSWICK,ecclesiastical parish,43,
BARROW,ecclesiastical parish,5,
BARROW UPON HUMBER,ecclesiastical parish,22,
BARROW UPON SOAR,ecclesiastical parish,21,
BARROW UPON TRENT,ecclesiastical parish,8,
BARROWBY,ecclesiastical parish,22,
BARTHOMLEY,ecclesiastical parish,5,
BARTON,ecclesiastical parish,38,
BARTON,ecclesiastical parish,42,
BARTON IN FABIS,ecclesiastical parish,28,
BARTON ST MARY,ecclesiastical parish,13,
"BARTON UPON HUMBER, ST PETER",ecclesiastical parish,22,
BARTON-LE-STREET,ecclesiastical parish,42,
BARWICK IN ELMET,ecclesiastical parish,43,
BASFORD,ecclesiastical parish,28,
BASSENTHWAITE,ecclesiastical parish,7,
BATLEY,ecclesiastical parish,43,
BEAUMONT,ecclesiastical parish,7,
BEBINGTON,ecclesiastical parish,5,
BECKINGHAM,ecclesiastical parish,28,
BEDALE,ecclesiastical parish,42,
BEDLINGTON,ecclesiastical parish,27,
BEDWORTH,ecclesiastical parish,37,
BEEFORD,ecclesiastical parish,41,
BEESTON,ecclesiastical parish,28,
BEETHAM,ecclesiastical parish,38,
BEIGHTON,ecclesiastical parish,8,
BELTON,ecclesiastical parish,22,
BELVOIR,ecclesiastical parish,21,
BEMPTON,ecclesiastical parish,41,
BENINGTON,ecclesiastical parish,16,
BENNIWORTH,ecclesiastical parish,22,
BENTHAM,ecclesiastical parish,43,
BENTLEY WITH ARKSEY,ecclesiastical parish,43,
BERWICK UPON TWEED,ecclesiastical parish,27,
BESSINGBY,ecclesiastical parish,41,
BEVERCOTES,ecclesiastical parish,28,
"BEVERLEY, ST JOHN",ecclesiastical parish,41,
"BEVERLEY, ST MARTIN",ecclesiastical parish,41,
"BEVERLEY, ST MARY",ecclesiastical parish,41,
"BEVERLEY, ST NICHOLAS",ecclesiastical parish,41,
BEWCASTLE,ecclesiastical parish,7,
BIDDULPH,ecclesiastical parish,33,
BIDSTON,ecclesiastical parish,5,
BILBOROUGH,ecclesiastical parish,28,
BILBROUGH,ecclesiastical parish,43,
BILLINGHAM,ecclesiastical parish,11,
BILSTHORPE,ecclesiastical parish,28,
BILTON,ecclesiastical parish,43,
"BINBROOK, ST MARY",ecclesiastical parish,22,
BINGHAM,ecclesiastical parish,28,
BINGLEY,ecclesiastical parish,43,
BIRDSALL,ecclesiastical parish,41,
BIRKBY,ecclesiastical parish,42,
BIRKENHEAD,ecclesiastical parish,5,
BIRKIN,ecclesiastical parish,43,
BIRMINGHAM,ecclesiastical parish,37,
BIRSTALL,ecclesiastical parish,43,
BISHOP AUCKLAND,ecclesiastical parish,11,
BISHOP BURTON,ecclesiastical parish,41,
BISHOP MIDDLEHAM,ecclesiastical parish,11,
BISHOP MONKTON,ecclesiastical parish,43,
BISHOP THORNTON,ecclesiastical parish,43,
BISHOP WEARMOUTH,ecclesiastical parish,11,
BISHOP WILTON,ecclesiastical parish,41,
BISHOPTHORPE,ecclesiastical parish,43,
BISHOPTON,ecclesiastical parish,11,
BISPHAM,ecclesiastical parish,20,
BLACKBURN,ecclesiastical parish,20,
BLACKTOFT,ecclesiastical parish,41,
BLACKWELL,ecclesiastical parish,8,
BLEASBY,ecclesiastical parish,28,
BLETCHINGDON,ecclesiastical parish,29,
BLETCHINGLEY,ecclesiastical parish,35,
BLETSOE,ecclesiastical parish,1,
BLUNSDON ST ANDREW,ecclesiastical parish,39,
BLYTH,ecclesiastical parish,28,
BLYTH,ecclesiastical parish,43,
BOLAM,ecclesiastical parish,27,
BOLE,ecclesiastical parish,28,
BOLSOVER,ecclesiastical parish,8,
BOLTON,ecclesiastical parish,7,
BOLTON BY BOWLAND,ecclesiastical parish,43,
BOLTON LE MOORS,ecclesiastical parish,20,
BOLTON PERCY,ecclesiastical parish,43,
BOLTON UPON DEARNE,ecclesiastical parish,43,
BOLTON UPON SWALE,ecclesiastical parish,42,
BOLTON-LE-SANDS,ecclesiastical parish,20,
BONNINGTON,ecclesiastical parish,19,
BOROUGHBRIDGE,ecclesiastical parish,43,
BOSSALL,ecclesiastical parish,42,
BOSTON,ecclesiastical parish,22,
BOTHAL,ecclesiastical parish,27,
BOTHAMSALL,ecclesiastical parish,28,
BOUGHTON,ecclesiastical parish,28,
BOWDON,ecclesiastical parish,5,
BOWES,ecclesiastical parish,42,
BOWLAND,ecclesiastical parish,20,
BOWNESS-ON-SOLWAY,ecclesiastical parish,7,
BOYNTON,ecclesiastical parish,41,
BRACEWELL,ecclesiastical parish,43,
BRADBOURNE,ecclesiastical parish,8,
BRADDAN,ecclesiastical parish,45,
BRADFIELD,ecclesiastical parish,43,
"BRADFORD, ST JAMES",ecclesiastical parish,43,
"BRADFORD, ST PETER",ecclesiastical parish,43,
BRADMORE,ecclesiastical parish,28,
BRAFFERTON,ecclesiastical parish,42,
BRAITHWELL,ecclesiastical parish,43,
BRAMCOTE,ecclesiastical parish,28,
BRAMHAM,ecclesiastical parish,43,
BRAMLEY,ecclesiastical parish,43,
BRAMPTON,ecclesiastical parish,7,
BRAMPTON,ecclesiastical parish,8,
BRANCASTER,ecclesiastical parish,25,
BRANCEPETH,ecclesiastical parish,11,
BRANDESBURTON,ecclesiastical parish,41,
BRANDSBY,ecclesiastical parish,42,
BRANTINGHAM,ecclesiastical parish,41,
BRANXTON,ecclesiastical parish,27,
BRAYTON,ecclesiastical parish,43,
BRIDE,ecclesiastical parish,45,
BRIDEKIRK,ecclesiastical parish,7,
BRIDLINGTON,ecclesiastical parish,41,
BRIGHAM,ecclesiastical parish,7,
BRIGNALL,ecclesiastical parish,42,
BRIGSLEY,ecclesiastical parish,22,
BRINDLE,ecclesiastical parish,20,
BRINKBURN,ecclesiastical parish,27,
"BRISTOL, ST THOMAS",ecclesiastical parish,13,
BRODSWORTH,ecclesiastical parish,43,
BROMFIELD,ecclesiastical parish,7,
BROMLEY,ecclesiastical parish,19,
BROMPTON,ecclesiastical parish,42,
BROTHERTON,ecclesiastical parish,43,
BROUGH,ecclesiastical parish,38,
BROUGHAM,ecclesiastical parish,38,
BROUGHTON,ecclesiastical parish,22,
BROUGHTON,ecclesiastical parish,43,
BROUGHTON ASTLEY,ecclesiastical parish,21,
BUBWITH,ecclesiastical parish,41,
BUCKDEN,ecclesiastical parish,17,
BUGTHORPE,ecclesiastical parish,41,
BULMER,ecclesiastical parish,42,
BULWELL,ecclesiastical parish,28,
BUNBURY,ecclesiastical parish,5,
BUNNY,ecclesiastical parish,28,
BURGHWALLIS,ecclesiastical parish,43,
BURNBY,ecclesiastical parish,41,
BURNESTON,ecclesiastical parish,42,
BURNSALL,ecclesiastical parish,43,
BURSLEM,ecclesiastical parish,33,
BURSTWICK,ecclesiastical parish,41,
BURTON,ecclesiastical parish,5,
BURTON,ecclesiastical parish,22,
BURTON AGNES,ecclesiastical parish,41,
BURTON FLEMING,ecclesiastical parish,41,
BURTON IN KENDAL,ecclesiastical parish,38,
BURTON JOYCE,ecclesiastical parish,28,
BURTON LEONARD,ecclesiastical parish,43,
BURTON PIDSEA,ecclesiastical parish,41,
BURTON UPON STATHER,ecclesiastical parish,22,
BURTON UPON TRENT,ecclesiastical parish,33,
BURY,ecclesiastical parish,20,
BURYTHORPE,ecclesiastical parish,41,
BYWELL ST ANDREW,ecclesiastical parish,27,
BYWELL ST PETER,ecclesiastical parish,27,
CALDBECK,ecclesiastical parish,7,
CALVERLEY,ecclesiastical parish,43,
CALVERTON,ecclesiastical parish,28,
CAMERTON,ecclesiastical parish,7,
CAMMERINGHAM,ecclesiastical parish,22,
CAMPSALL,ecclesiastical parish,43,
"CANTERBURY, ALL SAINTS",ecclesiastical parish,19,
CANTLEY,ecclesiastical parish,43,
CAR COLSTON,ecclesiastical parish,28,
CARLETON,ecclesiastical parish,43,
CARLETON IN CRAVEN,ecclesiastical parish,43,
CARLTON IN CLEVELAND,ecclesiastical parish,42,
CARLTON IN LINDRICK,ecclesiastical parish,28,
CARLTON LE MOORLAND,ecclesiastical parish,22,
CARNABY,ecclesiastical parish,41,
CARTMEL,ecclesiastical parish,20,
CASTLE CARROCK,ecclesiastical parish,7,
CASTLE EDEN,ecclesiastical parish,11,
CASTLE SOWERBY,ecclesiastical parish,7,
CASTLEFORD,ecclesiastical parish,43,
CASTLETON,ecclesiastical parish,8,
CATTERICK AND TUNSTALL,ecclesiastical parish,42,
CATTON WITH STAMFORD BRIDGE,ecclesiastical parish,41,
CATWICK,ecclesiastical parish,41,
CAUNTON,ecclesiastical parish,28,
CAWOOD,ecclesiastical parish,43,
CAWTHORNE,ecclesiastical parish,43,
CAYTHORPE,ecclesiastical parish,22,
CHAPEL EN LE FRITH,ecclesiastical parish,8,
CHATTON,ecclesiastical parish,27,
CHEADLE,ecclesiastical parish,5,
CHEADLE,ecclesiastical parish,33,
CHERRY BURTON,ecclesiastical parish,41,
CHESTER CATHEDRAL PRECINCTS,ecclesiastical parish,5,
CHESTER LE STREET,ecclesiastical parish,11,
CHESTERFIELD,ecclesiastical parish,8,
CHEVENING,ecclesiastical parish,19,
CHICKLADE,ecclesiastical parish,39,
CHILCOMB,ecclesiastical parish,14,
CHILDWALL,ecclesiastical parish,20,
CHIPPING,ecclesiastical parish,20,
CHISWICK,ecclesiastical parish,24,
CHOLLERTON,ecclesiastical parish,27,
CHORLEY,ecclesiastical parish,20,
CHRISTLETON,ecclesiastical parish,5,
CHURCH MINSHULL,ecclesiastical parish,5,
CHURCH STREETTON,ecclesiastical parish,31,
CLAPHAM,ecclesiastical parish,43,
CLARBOROUGH,ecclesiastical parish,28,
CLAUGHTON,ecclesiastical parish,20,
CLAXBY,ecclesiastical parish,22,
CLAYPOLE,ecclesiastical parish,22,
CLAYTON WITH FRICKLEY,ecclesiastical parish,43,
CLAYWORTH,ecclesiastical parish,28,
CLEASBY,ecclesiastical parish,42,
CLEATOR,ecclesiastical parish,7,
CLECKHEATON,ecclesiastical parish,43,
CLIBURN,ecclesiastical parish,38,
CLIFTON,ecclesiastical parish,28,
CLIFTON,ecclesiastical parish,38,
COCKERAND ABBEY,ecclesiastical parish,20,
COCKERHAM,ecclesiastical parish,20,
COCKFIELD,ecclesiastical parish,11,
CODDINGTON,ecclesiastical parish,5,
CODDINGTON,ecclesiastical parish,28,
COGENHOE,ecclesiastical parish,26,
"COLCHESTER, ST PETER",ecclesiastical parish,12,
COLD KIRBY,ecclesiastical parish,42,
COLDEN PARVA,ecclesiastical parish,41,
COLLINGHAM,ecclesiastical parish,43,
COLSTERWORTH,ecclesiastical parish,22,
COLSTON BASSETT,ecclesiastical parish,28,
COLTON,ecclesiastical parish,20,
COLWICK,ecclesiastical parish,28,
CONGLETON,ecclesiastical parish,5,
CONISBROUGH,ecclesiastical parish,43,
CONISCLIFFE,ecclesiastical parish,11,
COPGROVE,ecclesiastical parish,43,
COPPENHALL,ecclesiastical parish,5,
CORBRIDGE,ecclesiastical parish,27,
CORRINGHAM,ecclesiastical parish,22,
CORSENSIDE,ecclesiastical parish,27,
COSSALL,ecclesiastical parish,28,
COTGRAVE,ecclesiastical parish,28,
COTHAM,ecclesiastical parish,28,
COTTENHAM,ecclesiastical parish,4,
COTTINGHAM,ecclesiastical parish,41,
COURTEENHALL,ecclesiastical parish,26,
COVENEY,ecclesiastical parish,4,
COVERHAM,ecclesiastical parish,42,
COWESBY,ecclesiastical parish,42,
COWLAM,ecclesiastical parish,41,
COWTHORPE,ecclesiastical parish,43,
COXWOLD,ecclesiastical parish,42,
CRAMBE,ecclesiastical parish,42,
CRATHORNE,ecclesiastical parish,42,
CRAYKE,ecclesiastical parish,42,
CROFT,ecclesiastical parish,42,
CROFTON,ecclesiastical parish,43,
CROPWELL BISHOP,ecclesiastical parish,28,
CROSBY RAVENSWORTH,ecclesiastical parish,38,
CROSBY UPON EDEN,ecclesiastical parish,7,
CROSTHWAITE,ecclesiastical parish,7,
CROSTON,ecclesiastical parish,20,
CROWLE,ecclesiastical parish,22,
CROWLE,ecclesiastical parish,43,
CROXTON,ecclesiastical parish,22,
CROXTON KERRIAL,ecclesiastical parish,21,
CROYDON,ecclesiastical parish,35,
CUMBERWORTH,ecclesiastical parish,22,
CUNDALL,ecclesiastical parish,42,
DACRE,ecclesiastical parish,7,
DALBY,ecclesiastical parish,22,
DALBY,ecclesiastical parish,42,
DALSTON,ecclesiastical parish,7,
DALTON,ecclesiastical parish,42,
DALTON IN FURNESS,ecclesiastical parish,20,
DALTON-LE-DALE,ecclesiastical parish,11,
DANBY,ecclesiastical parish,42,
DANBY WISKE,ecclesiastical parish,42,
DARFIELD,ecclesiastical parish,43,
DARLEY,ecclesiastical parish,8,
DARLINGTON,ecclesiastical parish,11,
DARLTON,ecclesiastical parish,28,
DARNALL,ecclesiastical parish,43,
DARRINGTON,ecclesiastical parish,43,
DARTON,ecclesiastical parish,43,
DAVENHAM,ecclesiastical parish,5,
DEAN,ecclesiastical parish,7,
DEANE,ecclesiastical parish,20,
DENBY,ecclesiastical parish,8,
DENBY,ecclesiastical parish,43,
DENT,ecclesiastical parish,43,
DERBY ST ALKMUND,ecclesiastical parish,8,
DERBY ST PETER,ecclesiastical parish,8,
DERBY ST WERBERGH,ecclesiastical parish,8,
DESBOROUGH,ecclesiastical parish,26,
"DEVIZES, ST MARY THE VIRGIN",ecclesiastical parish,39,
DEWSBURY,ecclesiastical parish,43,
DINNINGTON,ecclesiastical parish,43,
DINSDALE,ecclesiastical parish,11,
DITCHLING,ecclesiastical parish,36,
DODDINGTON,ecclesiastical parish,22,
DODDINGTON,ecclesiastical parish,27,
DODLESTON,ecclesiastical parish,5,
"DONCASTER, ST GEORGE",ecclesiastical parish,43,
DOUGLAS,ecclesiastical parish,45,
DRAX,ecclesiastical parish,43,
DRIBY,ecclesiastical parish,22,
DRONFIELD,ecclesiastical parish,8,
DRYPOOL,ecclesiastical parish,41,
DUDDINGTON,ecclesiastical parish,26,
DUFFIELD,ecclesiastical parish,8,
DUFTON,ecclesiastical parish,38,
DUNHAM,ecclesiastical parish,28,
DUNNINGTON,ecclesiastical parish,41,
DUNSTABLE,ecclesiastical parish,1,
DURHAM ST MARGARET,ecclesiastical parish,11,
DURHAM ST MARY LE BOW,ecclesiastical parish,11,
EAKRING,ecclesiastical parish,28,
EARLS HEATON,ecclesiastical parish,43,
EARSDON,ecclesiastical parish,27,
EASBY,ecclesiastical parish,42,
EASINGTON,ecclesiastical parish,11,
EASINGTON,ecclesiastical parish,41,
EASINGTON,ecclesiastical parish,42,
EASINGWOLD,ecclesiastical parish,42,
EAST ARDSLEY,ecclesiastical parish,43,
EAST BRADENHAM,ecclesiastical parish,25,
EAST BRIDGFORD,ecclesiastical parish,28,
EAST COWTON,ecclesiastical parish,42,
EAST DRAYTON,ecclesiastical parish,28,
EAST HARLSEY,ecclesiastical parish,42,
EAST LEAKE,ecclesiastical parish,28,
EAST MARKHAM,ecclesiastical parish,28,
EAST RETFORD,ecclesiastical parish,28,
EAST STOKE,ecclesiastical parish,28,
EAST WITTON,ecclesiastical parish,42,
EASTHAM,ecclesiastical parish,5,
EASTRINGTON,ecclesiastical parish,41,
EATON,ecclesiastical parish,28,
EBBERSTON WITH ALLERSTON,ecclesiastical parish,42,
EBCHESTER,ecclesiastical parish,11,
ECCLES,ecclesiastical parish,20,
ECCLESFIELD,ecclesiastical parish,43,
ECCLESHALL,ecclesiastical parish,33,
ECCLESTON,ecclesiastical parish,5,
ECCLESTON,ecclesiastical parish,20,
ECKINGTON,ecclesiastical parish,8,
EDENHALL,ecclesiastical parish,7,
EDENHAM,ecclesiastical parish,22,
EDENSOR,ecclesiastical parish,8,
EDINGLEY,ecclesiastical parish,28,
EDLINGHAM,ecclesiastical parish,27,
EDLINGTON,ecclesiastical parish,22,
EDLINGTON,ecclesiastical parish,43,
EDMONDBYERS,ecclesiastical parish,11,
EDMONTON,ecclesiastical parish,24,
EDWINSTOWE,ecclesiastical parish,28,
EFFINGHAM,ecclesiastical parish,35,
EGGLESCLIFFE,ecclesiastical parish,11,
EGLINGHAM,ecclesiastical parish,27,
EGMANTON,ecclesiastical parish,28,
EGREMONT,ecclesiastical parish,7,
ELKSLEY,ecclesiastical parish,28,
ELLAND,ecclesiastical parish,43,
ELLERBURNE,ecclesiastical parish,42,
ELLERTON PRIORY,ecclesiastical parish,41,
ELLESMERE,ecclesiastical parish,31,
ELLOUGHTON,ecclesiastical parish,41,
ELMTON,ecclesiastical parish,8,
ELSDON,ecclesiastical parish,27,
ELSING,ecclesiastical parish,25,
ELSTON,ecclesiastical parish,28,
ELTON,ecclesiastical parish,28,
ELVINGTON,ecclesiastical parish,41,
ELWICK HALL,ecclesiastical parish,11,
EMBLETON,ecclesiastical parish,27,
EMLEY,ecclesiastical parish,43,
EPPERSTONE,ecclesiastical parish,28,
EPWORTH,ecclesiastical parish,22,
ESCRICK,ecclesiastical parish,41,
ESTON,ecclesiastical parish,42,
ETON,ecclesiastical parish,3,
ETTON,ecclesiastical parish,41,
EVERINGHAM,ecclesiastical parish,41,
EVERTON,ecclesiastical parish,28,
EYAM,ecclesiastical parish,8,
FANGFOSS,ecclesiastical parish,41,
FARLAM,ecclesiastical parish,7,
FARLINGTON,ecclesiastical parish,42,
FARNDON,ecclesiastical parish,5,
FARNDON,ecclesiastical parish,28,
FARNHAM,ecclesiastical parish,43,
FARNLEY,ecclesiastical parish,43,
FARNSFIELD,ecclesiastical parish,28,
FEATHERSTONE,ecclesiastical parish,43,
FELIXKIRK,ecclesiastical parish,42,
FELKIRK,ecclesiastical parish,43,
FELLEY,ecclesiastical parish,28,
FELTON,ecclesiastical parish,27,
FERRY FRYSTON,ecclesiastical parish,43,
FEWSTON,ecclesiastical parish,43,
FILEY,ecclesiastical parish,41,
FILEY,ecclesiastical parish,42,
FINCHLEY,ecclesiastical parish,24,
FINGHALL,ecclesiastical parish,42,
FINNINGLEY,ecclesiastical parish,28,
FINNINGLEY,ecclesiastical parish,43,
FISHLAKE,ecclesiastical parish,43,
FLAMBOROUGH,ecclesiastical parish,41,
FLEDBOROUGH,ecclesiastical parish,28,
FLINTHAM,ecclesiastical parish,28,
FLIXBOROUGH,ecclesiastical parish,22,
FLIXTON,ecclesiastical parish,20,
FOLKTON,ecclesiastical parish,41,
FORCETT,ecclesiastical parish,42,
FOSTON,ecclesiastical parish,42,
FOSTON ON THE WOLDS,ecclesiastical parish,41,
FOXHOLES,ecclesiastical parish,41,
FRESHWATER,ecclesiastical parish,18,
FRIDAYTHORPE,ecclesiastical parish,41,
FRISKNEY,ecclesiastical parish,22,
FRODINGHAM,ecclesiastical parish,22,
FRODSHAM,ecclesiastical parish,5,
FULFORD,ecclesiastical parish,41,
FULL SUTTON,ecclesiastical parish,41,
FULSTOW,ecclesiastical parish,22,
FYLINGDALES,ecclesiastical parish,42,
GAINFORD,ecclesiastical parish,11,
GAINSBOROUGH,ecclesiastical parish,22,
GAMSTON,ecclesiastical parish,28,
GANTON,ecclesiastical parish,41,
GARENDON PARK,ecclesiastical parish,21,
GARFORTH,ecclesiastical parish,43,
GARGRAVE,ecclesiastical parish,43,
GARSTANG,ecclesiastical parish,20,
GARTHORPE,ecclesiastical parish,21,
GARTON,ecclesiastical parish,41,
GARTON ON THE WOLDS,ecclesiastical parish,41,
GATE HELMSLEY,ecclesiastical parish,42,
GATESHEAD,ecclesiastical parish,11,
GAWSWORTH,ecclesiastical parish,5,
GEDLING,ecclesiastical parish,28,
GERMAN,ecclesiastical parish,45,
GIGGLESWICK,ecclesiastical parish,43,
GILCRUX,ecclesiastical parish,7,
GILLING,ecclesiastical parish,42,
GIRTON,ecclesiastical parish,28,
GISBURN,ecclesiastical parish,43,
GLENTWORTH,ecclesiastical parish,22,
GLOSSOP,ecclesiastical parish,8,
GOATHLAND,ecclesiastical parish,42,
GODSTONE,ecclesiastical parish,35,
GOLDSBOROUGH,ecclesiastical parish,43,
GONALSTON,ecclesiastical parish,28,
GOODMANHAM,ecclesiastical parish,41,
